1,,"Edificio de un nivel ubicado en la calle Tulio Maruzzo, Morales Izabal, sede de la 73av. Cia, Según licitacion 01-2008",,,1,1,"73-12,1-00",,1,,1549000,Habilitado
2,,Archivo Metalico de 4 gavetas,,,1,1,"73-1221,1-02",,1,Negro,200,Habilitado
3,,Archivo Metalico de 4 gavetas,,,1,1,"73-1221,1-26",,1,Negro mate,200,Habilitado
4,,Estanteria de metal 4 Entrepanos,,,1,1,"73-1221,1-06",,1,Azul,500,Habilitado
5,,Estanteria 2 divisiones de vidrio (vitrina),,,1,1,"73-1221,1-06",,1,,300,Habilitado
6,7HCKP330716,Telefono,,,2,1,"73-1221,1-11",KX-TS105LXW,1,,250,Habilitado
7,,Locker,,,1,1,"73-1221,9-41",,1,Gris,85,Habilitado
8,,Amueblado de sala estampado (2 sillones grandes y 2 dos pequenos),,,1,1,"73-1221,9-47",,1,,2200,Habilitado
9,604RMB8042743,Televisor,,,3,1,"73-1221,9-43",RP-20CB25A,1,,1300,Habilitado
10,,Televisor,,,4,1,"73-1221,9-43",TV2121,1,,1000,Habilitado
11,10100230WM,Microhondas,,,5,1,"73-1221,9-44",MM720CKL,1,,650,Habilitado
12,,Pizarrones de formica ,,,1,1,"73-1221,2-46",,1,,450,Habilitado
13,,Dispensador Tipo Oasis (deterioro por uso),,,6,1,"73-1221,9-42",,1,Beige,1200,Habilitado
14,,Camas semi matrimonial,,,1,1,"73-1221,9-40",,1,,1000,Habilitado
15,,Camara 10 mega pixeles,,,7,1,,,1,,,Habilitado
16,,Camara de Video con cargador semi personal,,,8,1,,,1,,,Habilitado
17,,Modular de 7 entrepanos de madera ,,,1,1,,,1,Rojo,,Habilitado
18,,Cama Matrimonial,,,1,1,,,1,,1000,Habilitado
19,,Radio con microfono incluido unidad 918,,,9,1,"73-122,8-81",18410,1,,800,Habilitado
20,41200840,Radio con microfono incluido (Radiocabina),,,9,1,"73-122,8-81",18410,1,,800,Habilitado
21,50100054,Fuente de poder (Radiocabina),,,10,1,"73-122,8-113",KPS-10A,1,,700,Habilitado
22,J.10073186,Amplificador de sirena unidad 918,,,11,1,"73-122,8-114",3930,1,,1000,Habilitado
23,,Amplificador de sirena con microfono incluido unidad 925,,,12,1,"73-122,8-114",2JB-10014,1,,1000,Habilitado
24,,Modulo de sirena con microfono incluido unidad 637,,,13,1,"73-122,9-324",TSK-502,1,,2000,Habilitado
25,,Modulo de sirena,,,1,1,"73-122,9-324",C/V-100 CD,1,,2000,Habilitado
26,6786,Hidraulico conbinado,,,14,1,,,1,,,Habilitado
27,4303015,Quijada de la vida 2007 A0,,,14,1,,,1,,,Habilitado
28,,Unidad de poder hidraulico portatil (Motor Compresor),,,14,1,,,1,,,Habilitado
29,,Barras Hidraulicas,,,14,1,,,1,,,Habilitado
30,,Mangueras de extencion hidraulicas,,,14,1,,,1,,,Habilitado
31,,Soporte de Hierro,,,1,1,,,1,,,Habilitado
32,,Barra de Hacero Hechiza de Pico y Una,,,1,1,,,1,,,Habilitado
33,,Cortadoras de Mano con sierra para metal,,,1,1,,,1,,,Habilitado
34,,Arnes de tension ,,,1,1,,,1,,,Habilitado
35,,Burros de Poliestireno Industrial,,,1,1,,,1,,,Habilitado
36,,Llaves de union de 2 1/2,,,1,1,"73-1223,7-164",,1,,150,Habilitado
37,,Llave de acople 2 1/2,,,1,1,"73-1223,7-164",,1,,150,Habilitado
38,,Adaptador NHST unidad 485,,,1,1,"73-1223,7-156",,1,,100,Habilitado
39,,Adaptador de 1 1/2 doble hembra,,,1,1,"73-1223,7-156",,1,,250,Habilitado
40,,Adaptador de 1 1/2 doble macho,,,1,1,"73-1223,7-156",,1,,250,Habilitado
41,,Adaptador hembra a macho de 2 1/2,,,1,1,"73-1223,7-156",,1,,300,Habilitado
42,,Adaptador hembra a macho de 1 1/2,,,1,1,"73-1223,7-156",,1,,225,Habilitado
43,,Adaptador hembra a macho con llave de control,,,1,1,"73-1223,7-156",,1,,350,Habilitado
44,,Adaptador doble hembra de 2 1/2,,,1,1,"73-1223,7-156",,1,,200,Habilitado
45,,Hacha plana unidad 485,,,1,1,"73-1223,7-150",,1,,95,Habilitado
46,,Hacha personal de pico y filo,,,1,1,"73-1223,7-150",,1,,60,Habilitado
47,,Tubo galvanizado punta de acero (chuzo de acero) unidad 637,,,1,1,"73-1223,7-163",,1,,125,Habilitado
48,,Barreta corta unidad 637,,,1,1,"73-1223,7-163",,1,,65,Habilitado
49,,Barreta de acero unidad 637,,,1,1,"73-1223,7-163",,1,,125,Habilitado
50,,Barreta de hierro de construccion unidad 637,,,1,1,"73-1223,7-163",,1,,75,Habilitado
51,,Llaves de chucho ,,,1,1,"73-1223,7-158",,1,,100,Habilitado
52,,Garfio de madera unidad 485,,,1,1,"73-1223,7-152",,1,,125,Habilitado
53,,tricket de 3 toneladas se da de baja por inexistencia en inventario fisico,,,1,1,"73-1223,7-157",,1,,300,Habilitado
54,,tricket de 1 tonelada se da de baja por inexistencia en inventario fisico,,,1,1,"73-1223,7-157",,1,,300,Habilitado
55,,tricket con palanca unidad 925,,,1,1,"73-1223,7-157",,1,,100,Habilitado
56,,Martillo de bola,,,1,1,"73-1223,7-168",,1,,55,Habilitado
57,,Martillo de una ,,,1,1,"73-1223,7-168",,1,,55,Habilitado
58,,Siamesa de 2 1/2,,,1,1,"73-1223,7-204",,1,,400,Habilitado
59,,Llave Kellitul (Dananda por uso),,,1,1,"73-1223,7-216",,1,,100,Habilitado
60,,Cadena de Remolque unidad 637,,,1,1,"73-1223,7-190",,1,,75,Habilitado
61,,cadena de tension para quijada de la vida unidad 637,,,1,1,"73-1223,7-286",,1,,100,Habilitado
62,,Segueta unidad 544,,,1,1,"73-1223,7-231",,1,,30,Habilitado
63,,Punzon,,,1,1,"73-1223,7-239",,1,,45,Habilitado
64,,Piocha unidad 637,,,1,1,"73-1223,7-165",,1,,50,Habilitado
65,,Piocha ,,,1,1,"73-1223,7-165",,1,,50,Habilitado
66,,Almaga de 8lbs unidad 485,,,1,1,"73-1223,7-164",,1,,150,Habilitado
67,,Ribes para golpe tipo almagana unidad 637 (Dar de baja por estar en mal estado),,,1,1,"73-1223,7-164",,1,,75,Habilitado
68,,"Coirta frio de 30"" ",,,1,1,"73-1223,7-159",,1,,400,Habilitado
69,,Ferula de metal para miembros inferiores unidad 918,,,1,1,"73-122,9-259",,1,,150,Habilitado
70,13666,Barra Rotativa unidad 637,,,15,1,"73-122,9-273",,1,,700,Habilitado
71,314-996-2800,Barra Rotativa,,,1,1,"73-122,9-273",,1,,700,Habilitado
72,,Burbuja Rotativa,,,1,1,"73-122,9-309",,1,,200,Habilitado
73,,Camilla de lona color verde,,,1,1,"73-122,9-252",,1,,1500,Habilitado
74,,Camilla de aluminio fija unidad 925,,,1,1,"73-122,9-252",,1,,2000,Habilitado
75,,Camilla pegable de aluminio unidad 925 (dar de baja por deterioro por uso),,,1,1,"73-122,9-257",,1,,1200,Habilitado
76,,Juego de luces unidad 978,,,1,1,"73-122,9-309",,1,,550,Habilitado
77,,Juego de luces LTD 0536 unidad 925,,,1,1,"73-122,9-309",,1,,550,Habilitado
78,,Juegp de luces 40T unidad 918,,,1,1,"73-122,9-309",Scalivur D0410,1,,550,Habilitado
79,,Camilla de elevacion con rodos unidad 371,,,1,1,"73-122,9-266",,1,,5600,Habilitado
80,,Camilla de elevacion con rodos unidad 918,,,1,1,"73-122,9-266",,1,,5600,Habilitado
81,,Casco,,,1,1,"73-122,9-260",,1,Negro,777,Habilitado
82,,Caja con 3 maniquis RCP,,,1,1,"73-122,9-315",,1,,2000,Habilitado
83,,Ferula de aluminio para miembro inferior unidad 371,,,1,1,"73-122,9-361",,1,,200,Habilitado
84,,Fijador de cabeza con sus respectivas cinchas,,,1,1,"73-122,9-390",,1,,175,Habilitado
85,,Fijador de cabeza con sus respectivas cinchas color naranja unidad 918,,,1,1,"73-122,9-390",,1,,175,Habilitado
86,,Cilindro de Oxigeno DOT 3AA2015,,,1,1,"73-122,9-267",,1,,500,Habilitado
